ensembl_id,found,gene_symbol,full_name,uniprot,GO_biological_process,GO_molecular_function,GO_cellular_component,kegg_pathways,reactome_pathways,omim,subcellular_location,pfam_domains,summary,atp_impact_pct,complex,category
ENSMUSG00000032263,True,Bckdhb,"branched chain ketoacid dehydrogenase E1, beta polypeptide",Q6P3A8,response to nutrient; amino acid catabolic process; branched-chain amino acid catabolic process; branched-chain amino acid catabolic process; branched-chain amino acid catabolic process,branched-chain 2-oxo acid dehydrogenase activity; branched-chain 2-oxo acid dehydrogenase activity; branched-chain 2-oxo acid dehydrogenase activity; branched-chain 2-oxo acid dehydrogenase activity; protein-containing complex binding,nucleoplasm; nucleolus; mitochondrion; mitochondrion; mitochondrion,"Valine, leucine and isoleucine degradation - Mus musculus (mouse); Propanoate metabolism - Mus musculus (mouse)",Metabolism; Branched-chain amino acid catabolism; Metabolism of amino acids and derivatives,,,PF02779; PF02780,This gene encodes the beta chain of the branched chain alpha ketoacid dehydrogenase (Bckdh) complex. The encoded protein exists in a heterotetrameric complex containing the Bckdh alpha subunit to form the E1 catalytic component of Bckdh complex. The Bckdh complex catalyzes the oxidative decarboxylat,0.034,Other,Other mitochondrial
ENSMUSG00000030826,True,Bcat2,"branched chain aminotransferase 2, mitochondrial",O35855,isoleucine metabolic process; L-isoleucine catabolic process; L-isoleucine catabolic process; L-isoleucine catabolic process; L-isoleucine catabolic process,catalytic activity; branched-chain-amino-acid:2-oxoglutarate transaminase activity; branched-chain-amino-acid:2-oxoglutarate transaminase activity; branched-chain-amino-acid:2-oxoglutarate transaminase activity; L-leucine:2-oxoglutarate transaminase activity,nucleoplasm; mitochondrion; mitochondrion; mitochondrion; mitochondrion,"Cysteine and methionine metabolism - Mus musculus (mouse); Valine, leucine and isoleucine degradation - Mus musculus (mouse); Valine, leucine and isoleucine biosynthesis - Mus musculus (mouse)",Metabolism; Branched-chain amino acid catabolism; Metabolism of amino acids and derivatives,,,PF01063,,0.0261,Other,Other mitochondrial
ENSMUSG00000028737,True,Aldh4a1,"aldehyde dehydrogenase 4 family, member A1",Q8CHT0,L-proline catabolic process; trans-4-hydroxy-L-proline catabolic process,L-glutamate gamma-semialdehyde dehydrogenase activity; L-glutamate gamma-semialdehyde dehydrogenase activity; L-glutamate gamma-semialdehyde dehydrogenase activity; L-glutamate gamma-semialdehyde dehydrogenase activity; aldehyde dehydrogenase (NAD+) activity,mitochondrion; mitochondrion; mitochondrion; mitochondrion; mitochondrial matrix,"Alanine, aspartate and glutamate metabolism - Mus musculus (mouse); Arginine and proline metabolism - Mus musculus (mouse)",Metabolism; Glyoxylate metabolism and glycine degradation; Proline catabolism,,,PF00171,,0.0227,Other,Other mitochondrial
ENSMUSG00000034456,True,Uroc1,urocanase domain containing 1,Q8VC12,L-histidine catabolic process; L-histidine catabolic process; L-histidine catabolic process,urocanate hydratase activity; urocanate hydratase activity; urocanate hydratase activity,cytosol; cytosol,Histidine metabolism - Mus musculus (mouse),Metabolism; Histidine catabolism; Metabolism of amino acids and derivatives,,,PF01175; PF17391; PF17392,,0.0209,Other,Other / non-mitochondrial
ENSMUSG00000015890,True,Amdhd1,amidohydrolase domain containing 1,Q9DBA8,L-histidine catabolic process,"hydrolase activity; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides; imidazolonepropionase activity; imidazolonepropionase activity",cytoplasm,Histidine metabolism - Mus musculus (mouse),Metabolism; Histidine catabolism; Metabolism of amino acids and derivatives,,,PF01979,,0.0209,Other,Other / non-mitochondrial
ENSMUSG00000001155,True,Ftcd,formiminotransferase cyclodeaminase,Q91XD4,L-histidine catabolic process; cytoskeleton organization; cytoskeleton organization; tetrahydrofolate interconversion,catalytic activity; folic acid binding; microtubule binding; microtubule binding; transferase activity,Golgi membrane; Golgi membrane; Golgi membrane; endoplasmic reticulum; endoplasmic reticulum,Histidine metabolism - Mus musculus (mouse); One carbon pool by folate - Mus musculus (mouse),Metabolism; Histidine catabolism; Metabolism of amino acids and derivatives,,,PF02971; PF04961; PF07837,,0.0209,Other,Other / non-mitochondrial
ENSMUSG00000020017,True,Hal,histidine ammonia lyase,P35492,L-histidine catabolic process; L-histidine catabolic process; L-histidine catabolic process; L-histidine catabolic process; cellular response to nutrient,catalytic activity; histidine ammonia-lyase activity; histidine ammonia-lyase activity; histidine ammonia-lyase activity; histidine ammonia-lyase activity,cytoplasm,Histidine metabolism - Mus musculus (mouse),Metabolism; Histidine catabolism; Metabolism of amino acids and derivatives,,,PF00221; PF12053,"This gene encodes a member of the histidase protein family. The encoded protein is a cytosolic enzyme which catalyzes the first reaction in histidine catabolism. Defects in this protein cause histidinemia, which is characterized by increased histidine in blood, urine, and cerebrospinal fluid. [provi",0.0209,Other,Other / non-mitochondrial
ENSMUSG00000025059,True,Gk,glycerol kinase,Q64516,carbohydrate metabolic process; glycerol metabolic process; glycerol metabolic process; glycerol-3-phosphate metabolic process; triglyceride metabolic process,glycerol kinase activity; glycerol kinase activity; glycerol kinase activity; glycerol kinase activity; glycerol kinase activity,nucleus; nucleus; nucleus; nucleus; mitochondrion,Glycerolipid metabolism - Mus musculus (mouse); PPAR signaling pathway - Mus musculus (mouse),Metabolism; Metabolism of lipids; Triglyceride biosynthesis,,,PF00370; PF02782,,0.0192,Other,Other mitochondrial
ENSMUSG00000033429,True,Mcee,methylmalonyl CoA epimerase,Q9D1I5,L-methylmalonyl-CoA metabolic process; L-methylmalonyl-CoA metabolic process; L-methylmalonyl-CoA metabolic process; succinyl-CoA biosynthetic process; succinyl-CoA biosynthetic process,methylmalonyl-CoA epimerase activity; methylmalonyl-CoA epimerase activity; methylmalonyl-CoA epimerase activity,mitochondrion; mitochondrion,"Valine, leucine and isoleucine degradation - Mus musculus (mouse); Glyoxylate and dicarboxylate metabolism - Mus musculus (mouse); Propanoate metabolism - Mus musculus (mouse)",Metabolism; Metabolism of lipids; Propionyl-CoA catabolism,,,PF00903; PF13669,,0.0179,Other,Other mitochondrial
ENSMUSG00000023921,True,Mmut,methylmalonyl-Coenzyme A mutase,P16332,sulfur compound metabolic process; post-embryonic development; positive regulation of GTPase activity; homocysteine metabolic process; homocysteine metabolic process,catalytic activity; GTPase activity; GTPase activity; GTPase activity; methylmalonyl-CoA mutase activity,cytoplasm; cytoplasm; cytoplasm; mitochondrion; mitochondrion,"Valine, leucine and isoleucine degradation - Mus musculus (mouse); Glyoxylate and dicarboxylate metabolism - Mus musculus (mouse); Propanoate metabolism - Mus musculus (mouse)","Metabolism; Cobalamin (Cbl, vitamin B12) transport and metabolism; Metabolism of water-soluble vitamins and cofactors",,,PF01642; PF02310,,0.0179,Other,Other mitochondrial
ENSMUSG00000041650,True,Pcca,"propionyl-Coenzyme A carboxylase, alpha polypeptide",Q91ZA3,succinyl-CoA biosynthetic process; succinyl-CoA biosynthetic process,propionyl-CoA carboxylase activity; propionyl-CoA carboxylase activity; propionyl-CoA carboxylase activity; propionyl-CoA carboxylase activity; propionyl-CoA carboxylase activity,mitochondrion; mitochondrion; mitochondrion; mitochondrion; mitochondrial matrix,"Valine, leucine and isoleucine degradation - Mus musculus (mouse); Glyoxylate and dicarboxylate metabolism - Mus musculus (mouse); Propanoate metabolism - Mus musculus (mouse)",Metabolism; Biotin transport and metabolism; Metabolism of water-soluble vitamins and cofactors,,,PF00289; PF02786; PF00364,,0.0179,Other,Other mitochondrial
ENSMUSG00000032527,True,Pccb,"propionyl Coenzyme A carboxylase, beta polypeptide",Q99MN9,fatty acid catabolic process,propionyl-CoA carboxylase activity; propionyl-CoA carboxylase activity; propionyl-CoA carboxylase activity; propionyl-CoA carboxylase activity; ligase activity,mitochondrion; mitochondrion; mitochondrial matrix; mitochondrial matrix; mitochondrial matrix,"Valine, leucine and isoleucine degradation - Mus musculus (mouse); Glyoxylate and dicarboxylate metabolism - Mus musculus (mouse); Propanoate metabolism - Mus musculus (mouse)",Metabolism; Biotin transport and metabolism; Metabolism of water-soluble vitamins and cofactors,,,PF01039,,0.0179,Other,Other mitochondrial
ENSMUSG00000030934,True,Oat,ornithine aminotransferase,P29758,L-arginine catabolic process; L-glutamate catabolic process; L-glutamine catabolic process; L-proline biosynthetic process; L-proline biosynthetic process,L-ornithine transaminase activity; L-ornithine transaminase activity; L-ornithine transaminase activity; L-ornithine transaminase activity; L-ornithine transaminase activity,nucleoplasm; mitochondrion; mitochondrion; mitochondrion; mitochondrion,Arginine and proline metabolism - Mus musculus (mouse),Metabolism; Metabolism of amino acids and derivatives; Glutamate and glutamine metabolism,,,PF00202,,0.0171,Other,Other mitochondrial
ENSMUSG00000037686,True,Aspg,asparaginase,A0JNU3,amino acid metabolic process; asparagine metabolic process; L-asparagine catabolic process; phospholipid metabolic process; carboxylic acid metabolic process,1-alkyl-2-acetylglycerophosphocholine esterase activity; 1-alkyl-2-acetylglycerophosphocholine esterase activity; asparaginase activity; asparaginase activity; asparaginase activity,,,Metabolism; Metabolism of amino acids and derivatives; Aspartate and asparagine metabolism,,,PF00710; PF12796; PF17763,,0.0169,Other,Other / non-mitochondrial
ENSMUSG00000022546,True,Gpt,"glutamic pyruvic transaminase, soluble",Q8QZR5,L-alanine catabolic process; L-alanine catabolic process; positive regulation of gluconeogenesis,L-alanine:2-oxoglutarate transaminase activity; L-alanine:2-oxoglutarate transaminase activity; transaminase activity; pyridoxal phosphate binding,extracellular region; extracellular region; extracellular region; cytoplasm; cytosol,"Arginine biosynthesis - Mus musculus (mouse); Alanine, aspartate and glutamate metabolism - Mus musculus (mouse)",Aerobic respiration and respiratory electron transport; Metabolism; Pyruvate metabolism,,,PF00155,,0.0127,Other,Other / non-mitochondrial
ENSMUSG00000030088,True,Aldh1l1,"aldehyde dehydrogenase 1 family, member L1",Q8R0Y6,aldehyde metabolic process; one-carbon metabolic process; NADPH regeneration; NADPH regeneration; NADPH regeneration,catalytic activity; aldehyde dehydrogenase (NAD+) activity; aldehyde dehydrogenase (NAD+) activity; aldehyde dehydrogenase [NAD(P)+] activity; protein binding,cytoplasm; mitochondrion; mitochondrion; cytosol; cytosol,One carbon pool by folate - Mus musculus (mouse),Metabolism; Metabolism of folate and pterines; Metabolism of water-soluble vitamins and cofactors,,,PF00171; PF00551; PF02911,,0.0116,Other,Other mitochondrial
ENSMUSG00000025403,True,Shmt2,serine hydroxymethyltransferase 2 (mitochondrial),Q9CZN7,regulation of oxidative phosphorylation; regulation of oxidative phosphorylation; regulation of oxidative phosphorylation; glycine metabolic process; glycine metabolic process,chromatin binding; chromatin binding; glycine hydroxymethyltransferase activity; glycine hydroxymethyltransferase activity; glycine hydroxymethyltransferase activity,nucleus; nucleus; nucleus; nucleus; cytoplasm,"Glycine, serine and threonine metabolism - Mus musculus (mouse); Glyoxylate and dicarboxylate metabolism - Mus musculus (mouse); One carbon pool by folate - Mus musculus (mouse)",Metabolism; Signal Transduction; Signaling by Rho GTPases,,,PF00464,,0.0112,Other,Other / non-mitochondrial
ENSMUSG00000032607,True,Amt,aminomethyltransferase,Q8CFA2,glycine catabolic process; glycine decarboxylation via glycine cleavage system; glycine decarboxylation via glycine cleavage system; glycine decarboxylation via glycine cleavage system; glycine decarboxylation via glycine cleavage system,aminomethyltransferase activity; aminomethyltransferase activity; aminomethyltransferase activity; aminomethyltransferase activity,nucleoplasm; mitochondrion; mitochondrion; mitochondrion; mitochondrion,"Glycine, serine and threonine metabolism - Mus musculus (mouse); Glyoxylate and dicarboxylate metabolism - Mus musculus (mouse); One carbon pool by folate - Mus musculus (mouse)",Metabolism; Glyoxylate metabolism and glycine degradation; Glycine degradation,,,PF01571; PF08669,,0.0112,Other,Other mitochondrial
ENSMUSG00000024827,True,Gldc,glycine decarboxylase,Q91W43,amino acid metabolic process; glycine metabolic process; glycine catabolic process; glycine catabolic process; glycine catabolic process,glycine dehydrogenase (decarboxylating) activity; glycine dehydrogenase (decarboxylating) activity; glycine dehydrogenase (decarboxylating) activity; glycine dehydrogenase (decarboxylating) activity; glycine binding,nucleoplasm; mitochondrion; mitochondrion; mitochondrion; mitochondrion,"Glycine, serine and threonine metabolism - Mus musculus (mouse); Glyoxylate and dicarboxylate metabolism - Mus musculus (mouse)",Metabolism; Glyoxylate metabolism and glycine degradation; Glycine degradation,,,PF01212; PF02347; PF21478,,0.0112,Other,Other mitochondrial
ENSMUSG00000021460,True,Auh,AU RNA binding protein/enoyl-coenzyme A hydratase,Q9JLZ3,L-leucine catabolic process; L-leucine catabolic process; fatty acid beta-oxidation,RNA binding; RNA binding; mRNA 3'-UTR binding; mRNA 3'-UTR binding; catalytic activity,mitochondrion; mitochondrion; mitochondrion; mitochondrion; mitochondrion,"Valine, leucine and isoleucine degradation - Mus musculus (mouse)",Metabolism; Branched-chain amino acid catabolism; Metabolism of amino acids and derivatives,,,PF00378,,0.0104,Other,Other mitochondrial
ENSMUSG00000021646,True,Mccc2,methylcrotonoyl-Coenzyme A carboxylase 2 (beta),Q3ULD5,L-leucine catabolic process; L-leucine catabolic process; L-leucine catabolic process; coenzyme A metabolic process; coenzyme A metabolic process,methylcrotonoyl-CoA carboxylase activity; methylcrotonoyl-CoA carboxylase activity; methylcrotonoyl-CoA carboxylase activity; methylcrotonoyl-CoA carboxylase activity; methylcrotonoyl-CoA carboxylase activity,mitochondrion; mitochondrion; mitochondrion; mitochondrion; mitochondrial matrix,"Valine, leucine and isoleucine degradation - Mus musculus (mouse)",Metabolism; Biotin transport and metabolism; Metabolism of water-soluble vitamins and cofactors,,,PF01039,,0.0104,Other,Other mitochondrial
ENSMUSG00000027709,True,Mccc1,methylcrotonoyl-Coenzyme A carboxylase 1 (alpha),Q99MR8,L-leucine catabolic process,methylcrotonoyl-CoA carboxylase activity; methylcrotonoyl-CoA carboxylase activity; methylcrotonoyl-CoA carboxylase activity; methylcrotonoyl-CoA carboxylase activity; methylcrotonoyl-CoA carboxylase activity,mitochondrion; mitochondrion; mitochondrion; mitochondrion; mitochondrial inner membrane,"Valine, leucine and isoleucine degradation - Mus musculus (mouse)",Metabolism; Biotin transport and metabolism; Metabolism of water-soluble vitamins and cofactors,,,PF00289; PF00364; PF02785,,0.0104,Other,Other mitochondrial
ENSMUSG00000027332,True,Ivd,isovaleryl coenzyme A dehydrogenase,Q9JHI5,L-leucine catabolic process; L-leucine catabolic process; L-leucine catabolic process; L-leucine catabolic process; branched-chain amino acid catabolic process,acyl-CoA dehydrogenase activity; 3-methylbutanoyl-CoA dehydrogenase activity; 3-methylbutanoyl-CoA dehydrogenase activity; 3-methylbutanoyl-CoA dehydrogenase activity; 3-methylbutanoyl-CoA dehydrogenase activity,nucleoplasm; mitochondrion; mitochondrion; mitochondrion; mitochondrion,"Valine, leucine and isoleucine degradation - Mus musculus (mouse)",Metabolism; Branched-chain amino acid catabolism; Metabolism of amino acids and derivatives,,,PF00441; PF02770; PF02771,,0.0104,Other,Other mitochondrial
ENSMUSG00000028672,True,Hmgcl,3-hydroxy-3-methylglutaryl-Coenzyme A lyase,P38060,L-leucine catabolic process; L-leucine catabolic process; lipid metabolic process; lipid metabolic process; acyl-CoA metabolic process,fatty-acyl-CoA binding; magnesium ion binding; magnesium ion binding; catalytic activity; hydroxymethylglutaryl-CoA lyase activity,mitochondrion; mitochondrion; mitochondrion; mitochondrion; mitochondrion,"Valine, leucine and isoleucine degradation - Mus musculus (mouse); Butanoate metabolism - Mus musculus (mouse); Peroxisome - Mus musculus (mouse)",Metabolism; Metabolism of lipids; Ketone body metabolism,,,PF00682,,0.0104,Other,Other mitochondrial
ENSMUSG00000021238,True,Aldh6a1,"aldehyde dehydrogenase family 6, subfamily A1",Q9EQ20,thymine catabolic process; thymine catabolic process; thymine catabolic process; valine metabolic process; L-valine catabolic process,"methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity; methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity; methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity; oxidoreductase activity; thiolester hydrolase activity",nucleoplasm; mitochondrion; mitochondrion; mitochondrion; mitochondrion,"Valine, leucine and isoleucine degradation - Mus musculus (mouse); beta-Alanine metabolism - Mus musculus (mouse); Inositol phosphate metabolism - Mus musculus (mouse)",Metabolism; Branched-chain amino acid catabolism; Metabolism of amino acids and derivatives,,,PF00171,This gene encodes a member of the aldehyde dehydrogenase protein family. The encoded enzyme is a mitochondrial methylmalonate semialdehyde dehydrogenase that plays a role in the valine and pyrimidine catabolic pathways. This enzyme catalyzes the irreversible oxidative decarboxylation of malonate and,0.0102,Other,Other mitochondrial
ENSMUSG00000041426,True,Hibch,3-hydroxyisobutyryl-Coenzyme A hydrolase,Q8QZS1,L-valine catabolic process; L-valine catabolic process; L-valine catabolic process,3-hydroxyisobutyryl-CoA hydrolase activity; 3-hydroxyisobutyryl-CoA hydrolase activity; 3-hydroxyisobutyryl-CoA hydrolase activity,mitochondrion; mitochondrion; mitochondrion; mitochondrion; mitochondrial matrix,"Valine, leucine and isoleucine degradation - Mus musculus (mouse); beta-Alanine metabolism - Mus musculus (mouse); Propanoate metabolism - Mus musculus (mouse)",Metabolism; Branched-chain amino acid catabolism; Metabolism of amino acids and derivatives,,,PF16113,,0.0102,Other,Other mitochondrial
